发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;主题相似度;标记;是否为官媒
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;17;还是老样子丶;其他;回复@湖南小乔:[求饶];2023-02-03 16:16:14;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;17;广州码头v;其他;回复@湖南小乔:[悲伤];2023-02-03 11:31:02;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;17;sandywuuuuu;广西;回复@湖南小乔:[爱你][爱你];2023-02-02 16:46:40;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;17;张老师坚强0511;北京;回复@湖南小乔:[憧憬];2023-02-01 21:09:19;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;17;封闭货车托马斯小火车;广西;回复@湖南小乔:[馋嘴];2023-01-24 14:21:41;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;17;甲乙丙丁ann;海外;回复@湖南小乔:[666][666][666];2023-01-12 14:05:03;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;17;小灰灰爱吃肉肉2021;其他;回复@湖南小乔:[爱你];2023-01-05 12:13:06;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;17;周周福运来;湖南;[心];2023-01-05 09:13:50;17;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;王权权;湖北;涨涨涨[允悲][允悲][允悲];2023-01-05 09:11:49;2;0.010317715331023;0;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;丨小小小丶天;广东;回复@湖南小乔:[二哈][二哈][二哈][二哈];2023-02-03 21:55:42;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;还是老样子丶;其他;回复@湖南小乔:[心];2023-02-03 16:16:19;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;广州码头v;其他;回复@湖南小乔:[互粉];2023-02-03 11:31:02;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;sandywuuuuu;广西;回复@湖南小乔:[心];2023-02-02 17:01:15;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;张老师坚强0511;北京;回复@湖南小乔:[嘻嘻];2023-02-01 21:09:17;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;封闭货车托马斯小火车;广西;回复@湖南小乔:[亲亲];2023-01-24 14:21:53;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;甲乙丙丁ann;海外;回复@湖南小乔:[鼓掌][鼓掌];2023-01-12 14:04:52;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;小灰灰爱吃肉肉2021;其他;回复@湖南小乔:[月亮代表我的心];2023-01-05 12:13:18;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;1245;周周福运来;湖南;涨[心];2023-01-05 09:12:45;17;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;5299李;河南;好;2023-01-05 09:12:33;1;0.010317715331023;0;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;丨小小小丶天;广东;回复@湖南小乔:[心][心][心];2023-02-03 21:56:23;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;还是老样子丶;其他;回复@湖南小乔:[鼓掌];2023-02-03 16:16:24;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;广州码头v;其他;回复@湖南小乔:[努力];2023-02-03 11:31:05;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;sandywuuuuu;广西;回复@湖南小乔:[心][心];2023-02-02 17:01:23;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;张老师坚强0511;北京;回复@湖南小乔:[666];2023-02-01 21:09:14;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;封闭货车托马斯小火车;广西;回复@湖南小乔:[鲜花];2023-01-24 14:21:59;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;甲乙丙丁ann;海外;回复@湖南小乔:[微笑][微笑][微笑];2023-01-12 14:04:44;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;小灰灰爱吃肉肉2021;其他;回复@湖南小乔:[舔屏];2023-01-05 12:13:24;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;125;周周福运来;湖南;[哈哈];2023-01-05 09:12:58;16;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;145;cat9926;上海;👏好;2023-01-05 09:09:35;1;0.010317715331023;0;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;145;丨小小小丶天;广东;回复@湖南小乔:[中国赞][中国赞][中国赞][中国赞][中国赞][中国赞][中国赞][中国赞];2023-02-03 21:57:03;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;145;还是老样子丶;其他;回复@湖南小乔:[doge];2023-02-03 16:54:12;0;0.010317715331023;1;0
周周福运来;湖南;0;38;180;466;重要消息：、美股周三收高，标普指数涨，纳斯达克指数涨，道琼斯指数涨；热门中概股普涨，纳斯达克中国金龙指数涨，新年两日累涨；、央行：加大金融对国内需求和供给体系的支持力度支持房地产市场平稳健康发展；年有序推进数字人民币试点；年要精准有力实施展开;#财经##股票#;145;广州码头v;其他;回复@湖南小乔:[钱];2023-02-03 11:31:21;0;0.010317715331023;1;0
