文本,群体情绪,时间
今天盘中出现不明原因的跳水，内外找了半圈也没有找到什么事件导致的，另外，与上周相比，今天的跌幅还是温柔的，很快就止跌企稳，说明市场内在支撑力度足够强劲。下午收盘前有重要会议消息：坚持稳字当头、稳中求进，实施积极的财政政策和稳健的货币政策，加强各类政策协调配合，形成共促高质量发展合力，这表明扩张性政策将会持续，经济升温的预期再次提升。盘面迅速结束萎靡观望状态，股指坚定上行。春节后股指多次上攻点未果，今天收盘站在点上方，但是这里须三天站上才算有效，并且，这里压力位是有的。上证区间，在去年三季度和今天春节后，已经形成两个震荡箱体，这是底部区域的颈线位置，因此要耗一点时间，但一旦突破，上升空间打开，可能会出现上涨加速。主攻板块第一轮应该就是权重股，昨天工程机械和金融，今天是资源、钢铁等，带动大盘冲关，突破之后打出空间才轮到小盘股表现。不要乱调仓，大行情来的时候，所有板块都有机会表现。莞哥投资在线超话,0.1149497404333669,2023-03-03 22:35:10
中共中央政治局召开会议决定召开二十届二中全会中共中央总书记习近平主持会议党和国家机构改革方案中共中央政治局月日召开会议，决定今年月日至日在北京召开中国共产党第二十届中央委员会第二次全体会议。中共中央总书记习近平主持会议。会议讨论了中共中央政治局向中央委员会作的工作报告。会议讨论了《党和国家机构改革方案》稿，决定根据这次会议讨论的意见进行修改后将文件稿提请二十届二中全会审议。会议指出，党的十八大以来，以习近平同志为核心的党中央把深化党和国家机构改革作为推进国家治理体系和治理能力现代化的重要任务，按照坚持党的全面领导、坚持以人民为中心、坚持优化协同高效、坚持全面依法治国的原则，全面深化党和国家机构改革，党和国家机构职能实现系统性、整体性重构，为党和国家事业取得历史性成就、发生历史性变革提供了有力保障，也为继续深化党和国家机构改革积累了宝贵经验。会议强调，党的二十大对深化机构改革作出重要部署，对于全面建设社会主义现代化国家、全面推进中华民族伟大复兴意义重大而深远。必须以习近平新时代中国特色社会主义思想为指导，以加强党中央集中统一领导为统领，以推进国家治理体系和治理能力现代化为导向，坚持稳中求进工作总基调，适应统筹推进“五位一体”总体布局、协调推进“四个全面”战略布局的要求，适应构建新发展格局、推动高质量发展的需要，坚持问题导向，统筹党中央机构、全国人大机构、国务院机构、全国政协机构，统筹中央和地方，深化重点领域机构改革，推动党对社会主义现代化建设的领导在机构设置上更加科学、在职能配置上更加优化、在体制机制上更加完善、在运行管理上更加高效。会议讨论了向第十四届全国人民代表大会第一次会议推荐的国家机构领导人员建议人选和向政协第十四届全国委员会第一次会议推荐的全国政协领导人员建议人选。会议确定将以上内容作为二十届二中全会的议题。会议讨论了国务院拟提请第十四届全国人民代表大会第一次会议审议的《政府工作报告》稿。会议认为，过去一年是党和国家历史上极为重要的一年。我们胜利召开党的二十大，描绘了全面建设社会主义现代化国家的宏伟蓝图。以习近平同志为核心的党中央团结带领全国各族人民迎难而上，全面落实疫情要防住、经济要稳住、发展要安全的要求，加大宏观调控力度，经济社会大局保持稳定。过去年极不寻常、极不平凡，我们有力应对各种困难和风险挑战，高效统筹疫情防控和经济社会发展，如期打赢脱贫攻坚战，如期全面建成小康社会，我国经济社会发展取得举世瞩目的重大成就。会议强调，今年是全面贯彻党的二十大精神的开局之年，做好政府工作，要在以习近平同志为核心的党中央坚强领导下，以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大精神，按照中央经济工作会议部署，扎实推进中国式现代化，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，着力推动高质量发展，更好统筹国内国际两个大局，更好统筹疫情防控和经济社会发展，更好统筹发展和安全，全面深化改革开放，大力提振市场信心，把实施扩大内需战略同深化供给侧结构性改革有机结合起来，突出做好稳增长、稳就业、稳物价工作，有效防范化解重大风险，推动经济运行整体好转，实现质的有效提升和量的合理增长，持续改善民生，保持社会大局稳定，为全面建设社会主义现代化国家开好局起好步。会议指出，要全面贯彻落实党中央决策部署，坚持稳字当头、稳中求进，实施积极的财政政策和稳健的货币政策，加强各类政策协调配合，形成共促高质量发展合力。要着力扩大国内需求，加快建设现代化产业体系，切实落实“两个毫不动摇”，更大力度吸引和利用外资，有效防范化解重大经济金融风险，稳定粮食生产和推进乡村振兴，推动发展方式绿色转型，保障基本民生和发展社会事业，努力完成今年经济社会发展目标任务。要加强政府自身建设，大兴调查研究之风。会议还研究了其他事项。人民日报,0.0667009077589395,2023-03-03 16:43:52
中共中央政治局召开会议决定召开二十届二中全会中共中央总书记习近平主持会议新华社北京月日电中共中央政治局月日召开会议，决定今年月日至日在北京召开中国共产党第二十届中央委员会第二次全体会议。中共中央总书记习近平主持会议。会议讨论了中共中央政治局向中央委员会作的工作报告。会议讨论了《党和国家机构改革方案》稿，决定根据这次会议讨论的意见进行修改后将文件稿提请二十届二中全会审议。会议指出，党的十八大以来，以习近平同志为核心的党中央把深化党和国家机构改革作为推进国家治理体系和治理能力现代化的重要任务，按照坚持党的全面领导、坚持以人民为中心、坚持优化协同高效、坚持全面依法治国的原则，全面深化党和国家机构改革，党和国家机构职能实现系统性、整体性重构，为党和国家事业取得历史性成就、发生历史性变革提供了有力保障，也为继续深化党和国家机构改革积累了宝贵经验。会议强调，党的二十大对深化机构改革作出重要部署，对于全面建设社会主义现代化国家、全面推进中华民族伟大复兴意义重大而深远。必须以习近平新时代中国特色社会主义思想为指导，以加强党中央集中统一领导为统领，以推进国家治理体系和治理能力现代化为导向，坚持稳中求进工作总基调，适应统筹推进“五位一体”总体布局、协调推进“四个全面”战略布局的要求，适应构建新发展格局、推动高质量发展的需要，坚持问题导向，统筹党中央机构、全国人大机构、国务院机构、全国政协机构，统筹中央和地方，深化重点领域机构改革，推动党对社会主义现代化建设的领导在机构设置上更加科学、在职能配置上更加优化、在体制机制上更加完善、在运行管理上更加高效。会议讨论了向第十四届全国人民代表大会第一次会议推荐的国家机构领导人员建议人选和向政协第十四届全国委员会第一次会议推荐的全国政协领导人员建议人选。会议确定将以上内容作为二十届二中全会的议题。会议讨论了国务院拟提请第十四届全国人民代表大会第一次会议审议的《政府工作报告》稿。会议认为，过去一年是党和国家历史上极为重要的一年。我们胜利召开党的二十大，描绘了全面建设社会主义现代化国家的宏伟蓝图。以习近平同志为核心的党中央团结带领全国各族人民迎难而上，全面落实疫情要防住、经济要稳住、发展要安全的要求，加大宏观调控力度，经济社会大局保持稳定。过去年极不寻常、极不平凡，我们有力应对各种困难和风险挑战，高效统筹疫情防控和经济社会发展，如期打赢脱贫攻坚战，如期全面建成小康社会，我国经济社会发展取得举世瞩目的重大成就。会议强调，今年是全面贯彻党的二十大精神的开局之年，做好政府工作，要在以习近平同志为核心的党中央坚强领导下，以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大精神，按照中央经济工作会议部署，扎实推进中国式现代化，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，着力推动高质量发展，更好统筹国内国际两个大局，更好统筹疫情防控和经济社会发展，更好统筹发展和安全，全面深化改革开放，大力提振市场信心，把实施扩大内需战略同深化供给侧结构性改革有机结合起来，突出做好稳增长、稳就业、稳物价工作，有效防范化解重大风险，推动经济运行整体好转，实现质的有效提升和量的合理增长，持续改善民生，保持社会大局稳定，为全面建设社会主义现代化国家开好局起好步。会议指出，要全面贯彻落实党中央决策部署，坚持稳字当头、稳中求进，实施积极的财政政策和稳健的货币政策，加强各类政策协调配合，形成共促高质量发展合力。要着力扩大国内需求，加快建设现代化产业体系，切实落实“两个毫不动摇”，更大力度吸引和利用外资，有效防范化解重大经济金融风险，稳定粮食生产和推进乡村振兴，推动发展方式绿色转型，保障基本民生和发展社会事业，努力完成今年经济社会发展目标任务。要加强政府自身建设，大兴调查研究之风。会议还研究了其他事项。,1.0,2023-03-02 09:56:10
中共中央政治局召开会议决定召开二十届二中全会中共中央总书记习近平主持会议中共中央政治局月日召开会议，决定今年月日至日在北京召开中国共产党第二十届中央委员会第二次全体会议。中共中央总书记习近平主持会议。会议讨论了中共中央政治局向中央委员会作的工作报告。会议讨论了《党和国家机构改革方案》稿，决定根据这次会议讨论的意见进行修改后将文件稿提请二十届二中全会审议。会议指出，党的十八大以来，以习近平同志为核心的党中央把深化党和国家机构改革作为推进国家治理体系和治理能力现代化的重要任务，按照坚持党的全面领导、坚持以人民为中心、坚持优化协同高效、坚持全面依法治国的原则，全面深化党和国家机构改革，党和国家机构职能实现系统性、整体性重构，为党和国家事业取得历史性成就、发生历史性变革提供了有力保障，也为继续深化党和国家机构改革积累了宝贵经验。会议强调，党的二十大对深化机构改革作出重要部署，对于全面建设社会主义现代化国家、全面推进中华民族伟大复兴意义重大而深远。必须以习近平新时代中国特色社会主义思想为指导，以加强党中央集中统一领导为统领，以推进国家治理体系和治理能力现代化为导向，坚持稳中求进工作总基调，适应统筹推进“五位一体”总体布局、协调推进“四个全面”战略布局的要求，适应构建新发展格局、推动高质量发展的需要，坚持问题导向，统筹党中央机构、全国人大机构、国务院机构、全国政协机构，统筹中央和地方，深化重点领域机构改革，推动党对社会主义现代化建设的领导在机构设置上更加科学、在职能配置上更加优化、在体制机制上更加完善、在运行管理上更加高效。会议讨论了向第十四届全国人民代表大会第一次会议推荐的国家机构领导人员建议人选和向政协第十四届全国委员会第一次会议推荐的全国政协领导人员建议人选。会议确定将以上内容作为二十届二中全会的议题。会议讨论了国务院拟提请第十四届全国人民代表大会第一次会议审议的《政府工作报告》稿。会议认为，过去一年是党和国家历史上极为重要的一年。我们胜利召开党的二十大，描绘了全面建设社会主义现代化国家的宏伟蓝图。以习近平同志为核心的党中央团结带领全国各族人民迎难而上，全面落实疫情要防住、经济要稳住、发展要安全的要求，加大宏观调控力度，经济社会大局保持稳定。过去年极不寻常、极不平凡，我们有力应对各种困难和风险挑战，高效统筹疫情防控和经济社会发展，如期打赢脱贫攻坚战，如期全面建成小康社会，我国经济社会发展取得举世瞩目的重大成就。会议强调，今年是全面贯彻党的二十大精神的开局之年，做好政府工作，要在以习近平同志为核心的党中央坚强领导下，以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大精神，按照中央经济工作会议部署，扎实推进中国式现代化，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，着力推动高质量发展，更好统筹国内国际两个大局，更好统筹疫情防控和经济社会发展，更好统筹发展和安全，全面深化改革开放，大力提振市场信心，把实施扩大内需战略同深化供给侧结构性改革有机结合起来，突出做好稳增长、稳就业、稳物价工作，有效防范化解重大风险，推动经济运行整体好转，实现质的有效提升和量的合理增长，持续改善民生，保持社会大局稳定，为全面建设社会主义现代化国家开好局起好步。会议指出，要全面贯彻落实党中央决策部署，坚持稳字当头、稳中求进，实施积极的财政政策和稳健的货币政策，加强各类政策协调配合，形成共促高质量发展合力。要着力扩大国内需求，加快建设现代化产业体系，切实落实“两个毫不动摇”，更大力度吸引和利用外资，有效防范化解重大经济金融风险，稳定粮食生产和推进乡村振兴，推动发展方式绿色转型，保障基本民生和发展社会事业，努力完成今年经济社会发展目标任务。要加强政府自身建设，大兴调查研究之风。会议还研究了其他事项。,0.2593558358286443,2023-03-02 08:34:09
三区三线到底什么时候能真正的结束，心累,,2023-03-03 11:45:27
为什么基本农田又要调啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊三区三线,,2023-08-18 17:43:12
江苏多地调整购房政策涉及江苏五个设区市你关心的购房新政来了近日，江苏多地调整了楼市政策，自月日无锡率先打响了江苏房贷利率下调的第一枪，徐州、扬州、常州紧随其后，纷纷加入降利率大军。而宿迁颁布的购房新政则提出，将给予购房款最高的补贴，多生孩子也可享受契税补贴。详情,0.2474916480020659,2023-02-26 22:11:56
宿迁中心城区购房可给予购房款最高的补贴宿迁新政：购房可给予购房款最高的补贴，多生孩子也可享受契税补贴近日，宿迁住建、财政、发改等个部门联合起草了《关于进一步促进中心城区房地产平稳健康发展的若干政策措施》，不仅购房可给予购房款最高的补贴，多生孩子也可享受契税补贴。详情,0.1056362040844811,2023-02-27 10:00:45
宿迁中心城区购商品住房给予购房补贴江苏宿迁：中心城区购商品住房给予购房补贴契税最高补贴财联社月日电，江苏省宿迁市住房和城乡建设局印发《关于进一步促进中心城区房地产平稳健康发展的若干政策措施》。在减轻购房压力释放消费潜力方面，新政明确给予契税补贴，对个人在中心城区范围内购买商品住房（含二手商品住房）的，给予所缴纳契税总额的补贴，最高不超过万元，生育二孩、三孩的家庭分别给予所缴纳契税总额、的补贴。,-1.0,2023-02-27 08:35:45
江苏宿迁：中心城区购商品住房给予购房补贴契税最高补贴江苏省宿迁市住房和城乡建设局印发《关于进一步促进中心城区房地产平稳健康发展的若干政策措施》。在减轻购房压力释放消费潜力方面，新政明确给予契税补贴，对个人在中心城区范围内购买商品住房（含二手商品住房）的，给予所缴纳契税总额的补贴，最高不超过万元，生育二孩、三孩的家庭分别给予所缴纳契税总额、的补贴。,0.7167241023354708,------
取消住房公积金异地贷款户籍地限制、契税最高补贴宿迁房地产新政出台宿迁城市发布为深入贯彻落实中央、省有关文件精神，支持刚性和改善性住房需求，全力推动中心城区房地产市场平稳健康发展，现结合我市房地产市场实际情况制定如下政策措施取消住房公积金异地贷款户籍地限制、契税最高补贴宿迁房地产新政出台（宿迁发布微信公众号）,-0.3118402671616937,2023-02-26 18:59:30
海口回应放松楼市限售政策属实针对网传海口放松楼市限售政策，限售年限由“五年”改为“两年”的市场传闻，记者向海口市住房和城乡建设局进行了求证。海口市住房和城乡建设局工作人员回应称，消息属实，政策是上周五开始执行，但目前文件没有对外公开。房地产（中证金牛座）,0.0014537853724746,2024-01-11 10:03:56
楼市动态网传海口放松楼市限售政策？官方回应消息属实月日，针对网传海口放松楼市限售政策，限售年限由“五年”改为“两年”的市场传闻，记者向海口市住房和城乡建设局进行了求证。海口市住房和城乡建设局工作人员回应称，消息属实，政策是上周五开始执行，但目前文件没有对外公开。针对网络广泛流传的红头文件内容，上述工作人员回复称，内容均属实。其中，多孩家庭可以购买第三套住房。,0.0005672695626666,2024-01-11 10:03:26
网传海口放松楼市限售政策？官方回应消息属实据中国证券报报道，月日，针对网传海口放松楼市限售政策，限售年限由“五年”改为“两年”的市场传闻，记者向海口市住房和城乡建设局进行了求证。海口市住房和城乡建设局工作人员回应称，消息属实，政策是上周五开始执行，但目前文件没有对外公开。针对网络广泛流传的红头文件内容，上述工作人员回复称，内容均属实。其中，多孩家庭可以购买第三套住房。,-9.261417953880235e-05,2024-01-11 10:04:10
能领多少，能领多久。领导顶着上限，员工卡着底线，这中间天差地别。这种工作强度，您还打算延退，积劳成疾的身体，领不到养老金，钱都给了医院，也就快再见了。原来担心养老金，现在要担心，下个月吃什么了。财政部回应养老金担忧,-0.014195438125888,2024-01-11 10:00:44
财政部回应养老金担忧数据显示，截至年底，基本养老保险基金委托投资运营规模达万亿元，较前三季度增加万亿元。,3.718758688226155e-05,2024-01-11 10:00:08
财政部回应养老金担忧养老金基金怎么办呢？,0.0099594056516373,2024-01-11 10:03:22
戳图快速了解个人养老金制度为何要发展个人养老金制度？个人养老金缴纳金额是多少？个人养老金如何领取、是否可继承？解答来了，快戳图了解学习相关法律知识人力资源和社会保障部浙江发布网友讨论财政部回应养老金担忧，相关知识了解一下，退休后养老保障很重要，转存微分享法姐讲法四川监狱浙江天气厦门天气在线转给更多人,0.029231626524959,2024-01-11 10:00:24
财政部回应养老金担忧只生一个好（）来养老。广大农村的老人有没有退休一说？有没有养老金？保险是怎么个情况？苦。,-0.0016261165397069,2024-01-11 10:03:15
海口放松楼市限售政策消息属实月日，针对网传海口放松楼市限售政策，限售年限由“五年”改为“两年”的市场传闻，记者向海口市住房和城乡建设局进行了求证。海口市住房和城乡建设局工作人员回应称，消息属实，政策是上周五开始执行，但目前文件没有对外公开。（中证金牛座）,0.0081485843766848,2024-01-11 10:02:07
实时播报：网传海口放松楼市限售政策？官方回应称消息属实月日，针对网传海口放松楼市限售政策，限售年限由“五年”改为“两年”的市场传闻，海口市住房和城乡建设局工作人员回应称，消息属实，政策是上周五开始执行，但目前文件没有对外公开。针对网络广泛流传的红头文件内容，上述工作人员回复称，内容均属实。其中，多孩家庭可以购买第三套住房。（中证金牛座）,-0.0012440703624228,------
海口回应放松楼市限售政策属实针对网传海口放松楼市限售政策，限售年限由“五年”改为“两年”的市场传闻，记者向海口市住房和城乡建设局进行了求证。海口市住房和城乡建设局工作人员回应称，消息属实，政策是上周五开始执行，但目前文件没有对外公开。（中证金牛座）,0.0022311367880171,2024-01-10 11:00:58
很多人杞人忧天了财政部回应养老金担忧养老金按时足额发放有保证在月日的国新办新闻发布会上，财政部相关负责人表示，近几年我国养老保险基金收支状况得到有效改善。截至年底，全国企业职工基本养老保险基金累计结余接近万亿元，养老金按时足额发放是能够保证的。,0.0105289771299665,------
财政部：养老金按时足额发放有保证月日上午，国新办举行年全年财政收支情况新闻发布会。有记者提问，随着我国人口老龄化程度加深，人们对养老金的按时足额发放，以及养老金制度能否持续有所担忧。请问财政部对此有何回应？财政部资产管理司司长侯俊明应询表示，为确保养老金按时足额发放，近年来各级财政部门积极发挥职能作用，重点从三个方面发力：一是不断加大财政补助力度。年，中央财政安排基本养老保险补助资金约万亿元，重点向基金收支困难的中西部地区和老工业基地倾斜；地方各级财政也积极落实相关支出责任，确保及时足额发放基本养老金。二是实施养老保险全国统筹。按照中央部署，这项制度自年起开始实施，在全国范围内对各地基金结余进行合理调剂。年全国统筹调剂资金规模达到亿元，有效解决了地区间养老负担和基金结余分布不均衡的问题。三是加强养老保险基金管理。配合有关部门，规范各地基金收支行为，促进筹资和待遇政策更加公平合理，推动养老保险制度更加公平更可持续。“通过落实上述措施，近几年基金收支状况得到有效改善。截至年底，全国企业职工基本养老保险基金累计结余已接近万亿元，养老金按时足额发放是能够保证的。”侯俊明说。,0.0100958939657786,2024-01-09 11:34:41
财政部回应养老金担忧这万亿够股亏几天的？？据彭博社统计，中国的股市（包括香港）过去年跌掉了万亿的市值。股超话基金超话,0.0010982805701536,------
财政部回应养老金担忧我比较担心的是后的养老金以后能足额发放吗？,-0.0110766971960778,2024-02-01 12:36:42
财政部回应养老金担忧以后以后以后，不是现在,1.0,2024-02-01 12:34:32
财政部回应养老金担忧财政部：养老金按时足额发放是能够保证的，去年不存在财政支出收缩的情况,-0.0001793545201557,2024-02-02 09:27:46
财政部回应养老金担忧当下是足够的，我们担心的是我等我们老了,-0.0007781651627195,2024-02-01 12:33:05
我觉得现在的年轻人就应该多生孩子，有足够多的年轻人来工作这样以后就不怕养老金不够用了财政部回应养老金担忧,0.0276894950335062,2024-02-01 12:35:11
财政部回应养老金担忧养老金稳中向好。不缺请大家放心。,0.0052825756963697,2024-02-01 14:36:08
财政部回应养老金担忧：结余近万亿，能够保证按时足额发放月日上午，国务院新闻办召开新闻发布会，介绍年全年财政收支情况，并回答问题。有记者提问，随着我国人口老龄化程度加深，人们对养老金的按时足额发放，以及养老金制度能否持续有所担忧。请问财政部对此有何回应？财政部资产管理司司长侯俊明表示，这是一个大家都非常关心的问题。我国人口老龄化加快发展，老有所养是一项重要的民生工程。养老金的发放，关系到千家万户，关系到百姓福祉。为确保养老金按时足额发放，近年来各级财政部门积极发挥职能作用，重点从三个方面发力：一是不断加大财政补助力度。年，中央财政安排基本养老保险补助资金约万亿元，重点向基金收支困难的中西部地区和老工业基地倾斜；地方各级财政也积极落实相关支出责任，确保及时足额发放基本养老金。二是实施养老保险全国统筹。按照中央部署，这项制度自年起开始实施，在全国范围内对各地基金结余进行合理调剂。年全国统筹调剂资金规模达到亿元，有效解决了地区间养老负担和基金结余分布不均衡的问题。三是加强养老保险基金管理。配合有关部门，规范各地基金收支行为，促进筹资和待遇政策更加公平合理，推动养老保险制度更加公平更可持续。通过落实上述措施，近几年基金收支状况得到有效改善。截至年底，全国企业职工基本养老保险基金累计结余已接近万亿元，养老金按时足额发放是能够保证的。同时，按照党中央、国务院决策部署，我们还安排专门资金，支持实施居家和社区基本养老服务提升行动、经济困难失能老年人集中照护等养老服务项目，出台一系列支持养老服务业发展的税费优惠政策，大力支持银发经济发展，让老年人有了“养老钱”，还能够享受买得起、用得好的养老服务。年，我们将重点做好两方面工作。一方面，进一步加大中央财政补助力度，深入实施养老保险全国统筹制度，健全相关体制机制，管好守好人民群众的“养老钱”。另一方面，进一步加大对养老服务的支持力度，健全机构、社区和居家养老服务网络，推动养老事业和养老产业协同发展，促进养老服务提质增效。来源：国新网,0.0009714338101714,2024-02-01 12:35:59
