label;一级评论;真实二级评论数;真实点赞数;边数;最大边数;集群密度
1960;[赞];1;0;1;55119;1.8142564270033927e-05
1964;妙啊，又把房子卖了，又催生了。。;1;142;143;55119;0.0025943866906148515
1966;这是逮着一代人薅啊 小时赶上独生子女 现在父母年纪大了 没有兄弟姐妹帮忙照顾父母 自己又得多生多买房;3;94;97;55119;0.001759828734193291
1970;重中之重的一句话:让商品住房回归商品属性，;2;32;34;55119;0.0006168471851811535
1975;记得放到小孩名下 别问为什么;2;6;8;55119;0.00014514051416027142
1979;远离房赌毒[doge];2;7;9;55119;0.00016328307843030534
2011;054B是烟民们造的，房地产跟农民工和建材家具家电关系更大些。;2;1;3;55119;5.442769281010178e-05
2014;所提到公众号万字文有链接吗？[doge];1;0;1;55119;1.8142564270033927e-05
2016;吴总这解读能力太强了[允悲]，想学。想问问吴总能解读一下金融监管那方面吗？;3;4;7;55119;0.0001269979498902375
2020;看看现在经济差的，还不能说明问题吗？房价稳中有升，经济一片繁荣。房价下跌，所有人都不好过;2;0;2;55119;3.6285128540067854e-05
2024;有水有电有网有气（好像没有）有空调，芜湖人想去住，是七百块钱一个月，而且是整年租。[嘻嘻];1;0;1;55119;1.8142564270033927e-05
2043;哪里文件？;2;0;2;55119;3.6285128540067854e-05
2047;只要一个现房销售的规定，大部分问题要求都可以搞定;1;1;2;55119;3.6285128540067854e-05
2051;未来商品房市场的规模会逐渐缩减，缩减出来的规模会被保障性住房所代替；未来商品房市场的竞争会愈发激烈，核心板块的好房子会越来越贵（商品属性），刚需会被逐渐挤压到非核心板块的二手房市场或者由保障性住房兜底其住房需求。;1;0;1;55119;1.8142564270033927e-05
2062;重要会议干贷就在这里了！楼市是重中之重，涉及篇幅最大。剩下的主要是加强金融监管和防范化解风险！;2;9;11;55119;0.0001995682069703732
2065;大家猜猜他们会从哪里入手，最没有话语权的那部分入手[允悲];1;4;5;55119;9.071282135016963e-05
2067;易秃子还有脸做报告？[笑cry][笑cry];1;6;7;55119;0.0001269979498902375
2078;眼花了;1;1;2;55119;3.6285128540067854e-05
2091;六安旅游资源非常丰富。绝对是有潜力做下一个爆款的。;1;2;3;55119;5.442769281010178e-05
2099;还不是没得选[泪];1;0;1;55119;1.8142564270033927e-05
2164;好吃不过饺子[干杯];2;0;2;55119;3.6285128540067854e-05
2172;房子啊......;2;0;2;55119;3.6285128540067854e-05
2180;没有股市什么事[二哈];1;1;2;55119;3.6285128540067854e-05
2209;这是要给年轻人免费分房的新指示吗？[吃瓜];1;1;2;55119;3.6285128540067854e-05
2213;现在出来的00后根本不愁房子住;1;0;1;55119;1.8142564270033927e-05
2235;地价放开了，房价还是控制，利润只会越来越少，怎么提高利润，那就是降低房子的质量;1;3;4;55119;7.257025708013571e-05
2253;开涨。！ 4限3限已破;2;2;4;55119;7.257025708013571e-05
2256;房价会不会涨啊;1;0;1;55119;1.8142564270033927e-05
2265;哈哈哈真是没人要了[笑cry];4;63;67;55119;0.001215551806092273
2271;限价限得是低价[笑cry];3;20;23;55119;0.0004172789782107803
2275;限房价都嫌高不好卖了，这不限房价，难不成是要降价？[doge];1;8;9;55119;0.00016328307843030534
2294;房价可以在稳住么[允悲];1;1;2;55119;3.6285128540067854e-05
2298;真奇怪！不是一直都是价高者得吗？不说不知道！;1;9;10;55119;0.00018142564270033927
2316;乖乖;1;1;2;55119;3.6285128540067854e-05
2318;厉害;1;0;1;55119;1.8142564270033927e-05
2320;看来你对杭州不熟啊，富阳相当于合肥这边的六安，这么远没有意义了，这几个区。杭州主要还是拱墅区，西湖区，滨江区，包括武林门的西湖文化广场片区。;1;0;1;55119;1.8142564270033927e-05
2324;房子还要涨价……;1;0;1;55119;1.8142564270033927e-05
2328;每出一个政策对空军都是一次心灵打击，焦虑[doge];1;1;2;55119;3.6285128540067854e-05
2334;这行情还需要设上限？ 脱了裤子放屁;1;2;3;55119;5.442769281010178e-05
2337;大势已去;1;1;2;55119;3.6285128540067854e-05
2346;《房子是用来住的，不是用来炒的》;27;180;207;55119;0.003755510803897023
2374;这是要哄抬房价[允悲];15;74;89;55119;0.0016146882200330196
2390;房住不炒就是个笑话，贻笑千年万年;8;28;36;55119;0.0006531323137212214
2402;取消限价又如何，有人敢高价拍？;2;18;20;55119;0.00036285128540067854
2409;到底是啥意思？看不明白啊;5;0;5;55119;9.071282135016963e-05
2439;限价是为了保持不掉价，这下解除了，就是高的地方高。低的地方直接崩盘了;1;0;1;55119;1.8142564270033927e-05
2455;为啥这次没有萧山余杭除外了，奇葩了;10;4;14;55119;0.000253995899780475
2473;经济好不好，一目了然[doge];1;3;4;55119;7.257025708013571e-05
2476;房子一旦失去金融属性，就没得市场了;5;19;24;55119;0.00043542154248081425
2482;崩盘就崩了呗 做什么干预 为什么要去维护炒房客的利益 让更多人买得起房子不好吗;1;10;11;55119;0.0001995682069703732
2484;除了房子那个行业有那么大的体量，而且能带动全民消费的啊，几乎没有;6;0;6;55119;0.00010885538562020356
2567;厦门就那么点地方，建的乱七八糟的，我已经不待了。。没意思。（我这种话要被厦门土著捶死[允悲]）真的是要发展经济。;3;2;5;55119;9.071282135016963e-05
2571;帽哥我不想道德绑架你 但是是因为你我才去关注他们的 他们今天被打了 我心里难受的很，帽哥你以前都会发声的 这种和唐山打人有区别吗，不知道你看到了啥感想！;2;6;8;55119;0.00014514051416027142
2594;房子一旦失去金融属性，就没得市场了;5;19;24;55119;0.00043542154248081425
2600;崩盘就崩了呗 做什么干预 为什么要去维护炒房客的利益 让更多人买得起房子不好吗;1;10;11;55119;0.0001995682069703732
2602;除了房子那个行业有那么大的体量，而且能带动全民消费的啊，几乎没有;6;0;6;55119;0.00010885538562020356
2681;厦门就那么点地方，建的乱七八糟的，我已经不待了。。没意思。（我这种话要被厦门土著捶死[允悲]）真的是要发展经济。;3;2;5;55119;9.071282135016963e-05
2690;放开呗，捂着还以为是香饽饽呢，放开了谁嫌钱多碍事话就去买房咯，顺便还可以带动一下装修家电家居的消费[偷笑]多好;1;4;5;55119;9.071282135016963e-05
2709;[赞];2;0;2;55119;3.6285128540067854e-05
2730;放开呗，捂着还以为是香饽饽呢，放开了谁嫌钱多碍事话就去买房咯，顺便还可以带动一下装修家电家居的消费[偷笑]多好;1;4;5;55119;9.071282135016963e-05
2743;装X被雷劈了;1;2;3;55119;5.442769281010178e-05
2795;外地人能买不？我就想知道这个。;19;54;73;55119;0.0013244071917124767
2815;多子女 二套房 找接盘太着急了韭菜不够用了[污];3;210;213;55119;0.0038643661895172263
2819;我又买不起[老师好] 和我有啥关系[喵喵];16;139;155;55119;0.0028120974618552584
2843;鼓励买房的时候就说明不是很合适买了[doge];1;40;41;55119;0.000743845135071391
2846;远离房赌毒[doge];1;34;35;55119;0.0006349897494511874
2848;科普一下：厦门房价稳居全国第4;5;28;33;55119;0.0005987046209111195
2854;你以为大家不买房是因为限购吗;2;17;19;55119;0.0003447087211306446
2857;厦门的房太贵了[挖鼻][挖鼻][挖鼻]比广州杭州都高不少;4;17;21;55119;0.00038099384967071247
2863;现在房子买到手就降价，和汽车一样[摊手]不适合投资了！不过刚需还是要买的！;1;13;14;55119;0.000253995899780475
2867;买得起的早买了，买不起的这条例有什么用;4;4;8;55119;0.00014514051416027142
2872;前两年打压太狠了，放开了，也救不回来了;4;4;8;55119;0.00014514051416027142
2877;厦门的未来就是曾经的深圳，希望大家来厦门发展，来厦门买房，投资厦门房产绝对是人生的一笔财富！;2;2;4;55119;7.257025708013571e-05
2884;厦门有什么产业;8;4;12;55119;0.00021771077124040712
2899;厦门工业农业科技业旅游业贸易业制造业互联网行业军工业渔业艺术业，各行各业都不发达，房价却高得离谱，这一直是个未解之谜[笑cry];2;4;6;55119;0.00010885538562020356
2903;前两年买房的人估计哭死在厕所了;7;3;10;55119;0.00018142564270033927
2924;@快乐生活且沙壁退散 庄总加油，买十套看看实力[干饭人];1;0;1;55119;1.8142564270033927e-05
2932;外地人能买不？我就想知道这个。;19;54;73;55119;0.0013244071917124767
2952;多子女 二套房 找接盘太着急了韭菜不够用了[污];3;210;213;55119;0.0038643661895172263
2956;我又买不起[老师好] 和我有啥关系[喵喵];16;139;155;55119;0.0028120974618552584
2980;鼓励买房的时候就说明不是很合适买了[doge];1;40;41;55119;0.000743845135071391
2983;远离房赌毒[doge];1;34;35;55119;0.0006349897494511874
2985;科普一下：厦门房价稳居全国第4;5;28;33;55119;0.0005987046209111195
2991;你以为大家不买房是因为限购吗;2;17;19;55119;0.0003447087211306446
3015;要当韭菜的可以入手！;4;0;4;55119;7.257025708013571e-05
3021;现在房子买到手就降价，和汽车一样[摊手]不适合投资了！不过刚需还是要买的！;1;13;14;55119;0.000253995899780475
3025;买得起的早买了，买不起的这条例有什么用;4;4;8;55119;0.00014514051416027142
3030;前两年打压太狠了，放开了，也救不回来了;4;4;8;55119;0.00014514051416027142
3035;厦门的未来就是曾经的深圳，希望大家来厦门发展，来厦门买房，投资厦门房产绝对是人生的一笔财富！;2;2;4;55119;7.257025708013571e-05
3042;厦门有什么产业;8;4;12;55119;0.00021771077124040712
3057;厦门工业农业科技业旅游业贸易业制造业互联网行业军工业渔业艺术业，各行各业都不发达，房价却高得离谱，这一直是个未解之谜[笑cry];2;4;6;55119;0.00010885538562020356
3061;前两年买房的人估计哭死在厕所了;4;3;7;55119;0.0001269979498902375
3086;重点：思明区和湖里区商品住房 这政策是给富人的;3;0;3;55119;5.442769281010178e-05
3103;@快乐生活且沙壁退散 庄总加油，买十套看看实力[干饭人];1;0;1;55119;1.8142564270033927e-05
3116;我爸心中的圣地[爱你];2;0;2;55119;3.6285128540067854e-05
3121;很喜欢厦门;1;1;2;55119;3.6285128540067854e-05
3123;我要把房子卖了买厦门的;3;0;3;55119;5.442769281010178e-05
3132;不明白当初是如何盛行全国限购的;1;0;1;55119;1.8142564270033927e-05
3141;拆迁能不能快点，好几个地方等着呢;1;0;1;55119;1.8142564270033927e-05
3152;外地人买算首套，还是在外地的套数也算？;2;0;2;55119;3.6285128540067854e-05
3168;有一说一，厦门就是个花瓶城市，经济差工资低，就是物价高颜值高房价高，性价比极低的城市;1;1;2;55119;3.6285128540067854e-05
3180;外地人能买不？我就想知道这个。;19;54;73;55119;0.0013244071917124767
3200;多子女 二套房 找接盘太着急了韭菜不够用了[污];3;210;213;55119;0.0038643661895172263
3204;我又买不起[老师好] 和我有啥关系[喵喵];16;139;155;55119;0.0028120974618552584
3228;鼓励买房的时候就说明不是很合适买了[doge];1;40;41;55119;0.000743845135071391
3231;远离房赌毒[doge];1;34;35;55119;0.0006349897494511874
3233;科普一下：厦门房价稳居全国第4;5;28;33;55119;0.0005987046209111195
3239;你以为大家不买房是因为限购吗;2;17;19;55119;0.0003447087211306446
3242;厦门的房太贵了[挖鼻][挖鼻][挖鼻]比广州杭州都高不少;4;17;21;55119;0.00038099384967071247
3248;现在房子买到手就降价，和汽车一样[摊手]不适合投资了！不过刚需还是要买的！;1;13;14;55119;0.000253995899780475
3252;买得起的早买了，买不起的这条例有什么用;4;4;8;55119;0.00014514051416027142
3257;前两年打压太狠了，放开了，也救不回来了;4;4;8;55119;0.00014514051416027142
3262;厦门的未来就是曾经的深圳，希望大家来厦门发展，来厦门买房，投资厦门房产绝对是人生的一笔财富！;2;2;4;55119;7.257025708013571e-05
3269;厦门有什么产业;8;4;12;55119;0.00021771077124040712
3284;厦门工业农业科技业旅游业贸易业制造业互联网行业军工业渔业艺术业，各行各业都不发达，房价却高得离谱，这一直是个未解之谜[笑cry];2;4;6;55119;0.00010885538562020356
3288;前两年买房的人估计哭死在厕所了;7;3;10;55119;0.00018142564270033927
3309;@快乐生活且沙壁退散 庄总加油，买十套看看实力[干饭人];1;0;1;55119;1.8142564270033927e-05
3363;我爸心中的圣地[爱你];2;0;2;55119;3.6285128540067854e-05
3368;很喜欢厦门;1;1;2;55119;3.6285128540067854e-05
3370;我要把房子卖了买厦门的;3;0;3;55119;5.442769281010178e-05
3379;不明白当初是如何盛行全国限购的;1;0;1;55119;1.8142564270033927e-05
3388;拆迁能不能快点，好几个地方等着呢;1;0;1;55119;1.8142564270033927e-05
3399;外地人买算首套，还是在外地的套数也算？;2;0;2;55119;3.6285128540067854e-05
3415;有一说一，厦门就是个花瓶城市，经济差工资低，就是物价高颜值高房价高，性价比极低的城市;1;1;2;55119;3.6285128540067854e-05
